,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
239,15164,Lode Runner,DS,2006.0,Puzzle,Hudson Entertainment,0.0,0.0,0.02,0.0,0.02
240,7917,Sudoku Gridmaster (JP sales),DS,2006.0,Puzzle,Nintendo,0.0,0.0,0.19,0.0,0.19
241,5787,Math Play,DS,2006.0,Puzzle,Ubisoft,0.28,0.0,0.0,0.02,0.31
242,15053,Luxor: The Wrath of Set,PSP,2006.0,Puzzle,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02
243,14463,Blokus Portable: Steambot Championship,PSP,2006.0,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
244,15421,Super Fruit Fall,Wii,2006.0,Puzzle,System 3 Arcade Software,0.01,0.0,0.0,0.0,0.02
245,13820,Bomberman: Act Zero,X360,2006.0,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04
246,15316,Puzzle Quest: Challenge of the Warlords,PSP,2007.0,Puzzle,D3Publisher,0.01,0.0,0.0,0.0,0.02
247,14700,HotBrain,PSP,2007.0,Puzzle,Midway Games,0.02,0.0,0.0,0.0,0.03
248,14672,Betty Boop's Double Shift,DS,2007.0,Puzzle,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
249,1054,Personal Trainer: Math,DS,2007.0,Puzzle,Nintendo,0.49,1.12,0.0,0.09,1.7
250,16381,Luxor: Pharaoh's Challenge,DS,2007.0,Puzzle,Funsta,0.0,0.01,0.0,0.0,0.01
251,12608,Crazy Chicken: Pharaoh's Treasure,DS,2007.0,Puzzle,Phenomedia,0.05,0.0,0.0,0.0,0.06
252,10482,PictoImage,DS,2007.0,Puzzle,Sega,0.1,0.0,0.0,0.01,0.1
253,4851,Diner Dash: Sizzle & Serve,DS,2007.0,Puzzle,Eidos Interactive,0.34,0.03,0.0,0.03,0.4
254,14454,Hot Pixel,PSP,2007.0,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03
255,10357,Sudokuro,DS,2007.0,Puzzle,Crave Entertainment,0.1,0.0,0.0,0.01,0.11
256,15239,Puyo Puyo! 15th Anniversary,PSP,2007.0,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02
257,7236,Jewel Quest: Expeditions,DS,2007.0,Puzzle,Avanquest,0.03,0.18,0.0,0.01,0.22
258,12603,Zendoku,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.06
259,5136,Kotoba no Puzzle: Mojipittan DS,DS,2007.0,Puzzle,Namco Bandai Games,0.0,0.0,0.37,0.0,0.37
260,12430,Arkanoid DS,DS,2007.0,Puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06
261,741,High School Musical: Makin' the Cut!,DS,2007.0,Puzzle,Disney Interactive Studios,1.06,0.91,0.0,0.23,2.2
262,11561,7 Wonders of the Ancient World,PSP,2007.0,Puzzle,Mumbo Jumbo,0.07,0.0,0.0,0.01,0.08
263,5951,Mah Jong Quest: Expeditions,DS,2007.0,Puzzle,Avanquest,0.02,0.26,0.0,0.01,0.3
264,178,Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26
265,11924,Make 10: A Journey of Numbers,DS,2007.0,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07
266,301,Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0
267,6058,Puzzle Quest: Challenge of the Warlords,Wii,2007.0,Puzzle,D3Publisher,0.26,0.0,0.0,0.02,0.29
268,11408,Crush,PSP,2007.0,Puzzle,Sega,0.07,0.0,0.0,0.01,0.08
269,846,TouchMaster,DS,2007.0,Puzzle,Midway Games,0.49,1.27,0.0,0.25,2.01
270,5600,Beautiful Katamari,X360,2007.0,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32
271,11359,Puchi Puchi Virus,DS,2007.0,Puzzle,Jaleco,0.08,0.0,0.0,0.01,0.08
272,14989,O.M.G. 26 - Our Mini Games,DS,2007.0,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02
273,12320,Octomania,Wii,2007.0,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06
274,5469,Planet Puzzle League,DS,2007.0,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33
275,5412,Puzzle Quest: Challenge of the Warlords,DS,2007.0,Puzzle,D3Publisher,0.28,0.01,0.03,0.02,0.34
276,6420,Super Collapse! 3,DS,2007.0,Puzzle,Mumbo Jumbo,0.25,0.0,0.0,0.02,0.27
277,14902,Napoleon Dynamite: The Game,DS,2007.0,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.03
278,6096,Ratatouille: Food Frenzy,DS,2007.0,Puzzle,THQ,0.26,0.0,0.0,0.02,0.29
279,10323,Tetris Evolution,X360,2007.0,Puzzle,THQ,0.08,0.02,0.0,0.01,0.11
280,13621,Platinum Sudoku,DS,2007.0,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.04
281,4221,Crayola: Treasure Adventures,DS,2007.0,Puzzle,Ignition Entertainment,0.43,0.01,0.0,0.03,0.47
282,14009,Napoleon Dynamite: The Game,PSP,2007.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04
283,9680,Diner Dash: Sizzle & Serve,PSP,2007.0,Puzzle,Eidos Interactive,0.11,0.0,0.0,0.01,0.12
284,13258,Boing! Docomodake DS,DS,2007.0,Puzzle,Ignition Entertainment,0.04,0.0,0.0,0.0,0.05
285,15442,Nervous Brickdown,DS,2007.0,Puzzle,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
286,13966,Bubble Bobble Double Shot,DS,2007.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.04
287,9544,7 Wonders of the Ancient World,DS,2007.0,Puzzle,Funsta,0.1,0.01,0.0,0.01,0.13
288,9531,Puzzle de Harvest Moon,DS,2007.0,Puzzle,Natsume,0.12,0.0,0.0,0.01,0.13
289,4325,The New York Times Crosswords,DS,2007.0,Puzzle,Majesco Entertainment,0.42,0.0,0.0,0.03,0.45
290,8666,Bomberman Land Touch! 2,DS,2007.0,Puzzle,Rising Star Games,0.13,0.0,0.01,0.01,0.16
291,8711,WordJong,DS,2007.0,Puzzle,White Park Bay Software,0.13,0.01,0.0,0.01,0.16
292,13374,Balloon Pop,Wii,2007.0,Puzzle,505 Games,0.04,0.0,0.0,0.0,0.05
293,15447,Spanish for Everyone!,DS,2007.0,Puzzle,Activision,0.02,0.0,0.0,0.0,0.02
294,15673,NEVES,DS,2007.0,Puzzle,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02
295,15594,Puzzle Guzzle,PSP,2007.0,Puzzle,DHM Interactive,0.02,0.0,0.0,0.0,0.02
296,13751,Meteos: Disney Magic,DS,2007.0,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04
297,13708,PopCap Arcade Vol 1,X360,2007.0,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,0.04
298,8696,Bust-A-Move Bash!,Wii,2007.0,Puzzle,505 Games,0.13,0.01,0.0,0.01,0.16
299,2500,I Spy: Fun House,DS,2007.0,Puzzle,Scholastic Inc.,0.77,0.0,0.0,0.06,0.83
300,9725,Puzzle Quest: Challenge of the Warlords,PS2,2007.0,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.12
301,15775,Cube,PSP,2007.0,Puzzle,D3Publisher,0.02,0.0,0.0,0.0,0.02
302,13009,Prism: Light the Way,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
303,10098,Cake Mania,DS,2007.0,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11
304,14132,Boulder Dash: Rocks!,DS,2007.0,Puzzle,10TACLE Studios,0.0,0.03,0.0,0.0,0.03
305,12959,Myth Makers: Orbs of Doom,Wii,2007.0,Puzzle,Popcorn Arcade,0.05,0.0,0.0,0.0,0.05
306,9957,Ultimate Puzzle Games: Sudoku Edition,DS,2007.0,Puzzle,Telegames,0.11,0.0,0.0,0.01,0.12
307,9825,Animal Genius,DS,2007.0,Puzzle,Ubisoft,0.11,0.0,0.0,0.01,0.12
308,16190,Jewel Quest II,PC,2007.0,Puzzle,Avanquest,0.0,0.01,0.0,0.0,0.01
309,3925,Picross DS,DS,2007.0,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.51
310,4086,Scrabble 2007 Edition,DS,2007.0,Puzzle,Ubisoft,0.0,0.48,0.0,0.0,0.48
311,14270,Mystery Case Files: Ravenhearst,PC,2007.0,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01,0.03
312,15592,Peggle Nights,PC,2008.0,Puzzle,PopCap Games,0.0,0.01,0.0,0.0,0.02
313,15586,Bomberman 2,DS,2008.0,Puzzle,Hudson Soft,0.0,0.01,0.0,0.0,0.02
314,14383,Doodle Hex,DS,2008.0,Puzzle,Pinnacle,0.0,0.03,0.0,0.0,0.03
315,12975,Zoo Quest: Puzzle Fun!,DS,2008.0,Puzzle,JoWood Productions,0.05,0.0,0.0,0.0,0.05
316,13665,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008.0,Puzzle,Avanquest,0.04,0.0,0.0,0.0,0.04
317,13387,Professor Heinz Wolff's Gravity,DS,2008.0,Puzzle,Deep Silver,0.04,0.0,0.0,0.0,0.05
318,15080,Line Rider 2: Unbound,Wii,2008.0,Puzzle,Deep Silver,0.02,0.0,0.0,0.0,0.02
319,11792,Margot's Word Brain,DS,2008.0,Puzzle,Zoo Games,0.07,0.0,0.0,0.01,0.07
320,12133,Tropix,DS,2008.0,Puzzle,Capcom,0.06,0.0,0.0,0.0,0.07
321,16491,Bomberman,Wii,2008.0,Puzzle,Hudson Entertainment,0.0,0.0,0.01,0.0,0.01
322,12534,Rock Blast,DS,2008.0,Puzzle,UFO Interactive,0.06,0.0,0.0,0.0,0.06
323,14637,Merv Griffin's Crosswords,DS,2008.0,Puzzle,ValuSoft,0.03,0.0,0.0,0.0,0.03
324,14167,Cake Mania: Baker's Challenge,PSP,2008.0,Puzzle,Destineer,0.03,0.0,0.0,0.0,0.03
325,13045,Bejeweled Twist,PC,2008.0,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05
326,16231,Double Sequence: The Q-Virus Invasion,DS,2008.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
327,13998,Fading Shadows,PSP,2008.0,Puzzle,Ivolgamus,0.03,0.0,0.0,0.0,0.04
328,14013,World of Goo,PC,2008.0,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04
329,16081,Best Of Tests,DS,2008.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01
330,12437,Puzzler Collection,Wii,2008.0,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06
331,12485,DropCast,DS,2008.0,Puzzle,THQ,0.06,0.0,0.0,0.0,0.06
332,14070,Crazy Machines,DS,2008.0,Puzzle,DTP Entertainment,0.0,0.03,0.0,0.0,0.04
333,14809,Cake Mania: Baker's Challenge,PS2,2008.0,Puzzle,Destineer,0.01,0.01,0.0,0.0,0.03
334,14255,Jewel Master: Cradle of Rome,Wii,2008.0,Puzzle,Rondomedia,0.03,0.0,0.0,0.0,0.03
335,12158,Pipe Mania,PSP,2008.0,Puzzle,Empire Interactive,0.06,0.0,0.0,0.01,0.07
336,10459,Exit DS,DS,2008.0,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1
337,9520,Margot's Word Brain,Wii,2008.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13
338,8152,WordJong Party,Wii,2008.0,Puzzle,Destineer,0.17,0.0,0.0,0.01,0.18
339,6067,Neopets Puzzle Adventure,DS,2008.0,Puzzle,Capcom,0.26,0.0,0.0,0.02,0.29
340,11013,Pipe Mania,DS,2008.0,Puzzle,Empire Interactive,0.08,0.01,0.0,0.01,0.09
341,8324,Professor Heinz Wolff's Gravity,Wii,2008.0,Puzzle,Deep Silver,0.04,0.12,0.0,0.02,0.17
342,8333,Luxor 3,Wii,2008.0,Puzzle,Mumbo Jumbo,0.16,0.0,0.0,0.01,0.17
343,9919,USA Today Crossword Challenge,DS,2008.0,Puzzle,Destineer,0.11,0.0,0.0,0.01,0.12
344,10908,echochrome,PSP,2008.0,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.0,0.09
345,8473,Hamster Heroes,Wii,2008.0,Puzzle,Popcorn Arcade,0.16,0.0,0.0,0.0,0.16
346,9954,Merv Griffin's Crosswords,Wii,2008.0,Puzzle,THQ,0.11,0.0,0.0,0.01,0.12
347,3741,Hello Kitty: Big City Dreams,DS,2008.0,Puzzle,Empire Interactive,0.42,0.08,0.0,0.04,0.54
348,9561,Space Bust-A-Move,DS,2008.0,Puzzle,Square Enix,0.1,0.02,0.0,0.01,0.13
349,3038,TV Show King Party,Wii,2008.0,Puzzle,Ubisoft,0.18,0.41,0.0,0.08,0.67
350,8735,The Quest Trio,DS,2008.0,Puzzle,Avanquest,0.14,0.01,0.0,0.01,0.15
351,10017,Mechanic Master,DS,2008.0,Puzzle,Midway Games,0.1,0.0,0.0,0.01,0.11
352,3662,CrossworDS,DS,2008.0,Puzzle,Deep Silver,0.51,0.0,0.0,0.04,0.55
353,8815,Cake Mania: In The Mix!,Wii,2008.0,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15
354,16591,Mega Brain Boost,DS,2008.0,Puzzle,Majesco Entertainment,0.01,0.0,0.0,0.0,0.01
355,8916,Rubik's World,Wii,2008.0,Puzzle,Game Factory,0.13,0.01,0.0,0.01,0.15
356,9100,Pipe Mania,PS2,2008.0,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14
357,3512,Hasbro Family Game Night,PS2,2008.0,Puzzle,Electronic Arts,0.28,0.22,0.0,0.07,0.57
358,6394,Cake Mania 2: Jill's Next Adventure!,DS,2008.0,Puzzle,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27
359,11183,Brain Voyage,DS,2008.0,Puzzle,Eidos Interactive,0.06,0.02,0.0,0.01,0.09
360,9827,Zenses: Rainforest,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12
361,7712,101-in-1 Explosive Megamix,DS,2008.0,Puzzle,Nordcurrent,0.05,0.13,0.0,0.02,0.2
362,11497,Soul Bubbles,DS,2008.0,Puzzle,Eidos Interactive,0.05,0.02,0.0,0.01,0.08
363,9859,Rubik's World,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12
364,11488,Line Rider 2: Unbound,DS,2008.0,Puzzle,Deep Silver,0.07,0.0,0.0,0.01,0.08
365,7836,Mahjong: Journey Quest for Tikal,DS,2008.0,Puzzle,Rondomedia,0.15,0.03,0.0,0.01,0.19
366,7060,Neopets Puzzle Adventure,Wii,2008.0,Puzzle,Capcom,0.19,0.02,0.0,0.02,0.23
367,11548,Wordfish,DS,2008.0,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08
368,1330,Hasbro Family Game Night,Wii,2008.0,Puzzle,Electronic Arts,0.97,0.34,0.0,0.13,1.45
369,400,Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
370,1631,Boom Blox,Wii,2008.0,Puzzle,Electronic Arts,0.72,0.38,0.0,0.12,1.23
371,2081,Puzzler Collection,DS,2008.0,Puzzle,Ubisoft,0.17,0.78,0.0,0.04,1.0
372,6747,Cradle of Rome,DS,2008.0,Puzzle,Rising Star Games,0.06,0.16,0.0,0.03,0.25
373,2305,TouchMaster 2,DS,2008.0,Puzzle,Midway Games,0.3,0.49,0.0,0.1,0.9
374,11289,SafeCracker: The Ultimate Puzzle Adventure,Wii,2008.0,Puzzle,The Adventure Company,0.07,0.01,0.0,0.01,0.08
375,9624,Zenses: Ocean,DS,2008.0,Puzzle,Game Factory,0.11,0.01,0.0,0.01,0.13
376,13601,Challenge Me: Maths Workout,DS,2009.0,Puzzle,Oxygen Interactive,0.04,0.0,0.0,0.0,0.04
377,15262,Jelly Belly: Ballistic Beans,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02
378,5740,Foto Frenzy: Spot The Diffrence,DS,2009.0,Puzzle,Storm City Games,0.29,0.0,0.0,0.02,0.31
379,13446,Nanda's Island,DS,2009.0,Puzzle,Phenomedia,0.04,0.0,0.0,0.0,0.05
380,5657,7 Wonders II,DS,2009.0,Puzzle,Rondomedia,0.14,0.15,0.0,0.03,0.32
381,9284,Learn Math,DS,2009.0,Puzzle,DreamCatcher Interactive,0.13,0.0,0.0,0.01,0.14
382,9281,Cruise Ship Vacation Games,Wii,2009.0,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.14
383,5409,Bookworm,DS,2009.0,Puzzle,PopCap Games,0.31,0.01,0.0,0.02,0.34
384,4673,Katamari Forever,PS3,2009.0,Puzzle,Namco Bandai Games,0.26,0.05,0.06,0.04,0.42
385,15223,Geon Cube,Wii,2009.0,Puzzle,P2 Games,0.02,0.0,0.0,0.0,0.02
386,9361,Puzzle Kingdoms,DS,2009.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13
387,9038,Balloon Pop,DS,2009.0,Puzzle,UFO Interactive,0.13,0.0,0.0,0.01,0.14
388,8259,Squeeballs Party,DS,2009.0,Puzzle,Performance Designed Products,0.16,0.0,0.0,0.01,0.17
389,8980,SafeCracker: The Ultimate Puzzle Adventure,DS,2009.0,Puzzle,The Adventure Company,0.07,0.06,0.0,0.01,0.15
390,14653,Puzzle Challenge: Crosswords and More!,Wii,2009.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.03
391,7269,Hasbro Family Game Night,DS,2009.0,Puzzle,Electronic Arts,0.01,0.19,0.0,0.02,0.22
392,6932,Nintendo Presents: Crossword Collection,DS,2009.0,Puzzle,Nintendo,0.0,0.21,0.0,0.02,0.24
393,7518,Sloane to MacHale no Nazo no Monogatari,DS,2009.0,Puzzle,Level 5,0.0,0.0,0.2,0.0,0.2
394,6910,Scrabble (Others sales),DS,2009.0,Puzzle,Ubisoft,0.0,0.24,0.0,0.0,0.24
395,6886,Are You Smarter than a 5th Grader? Game Time,DS,2009.0,Puzzle,THQ,0.22,0.0,0.0,0.02,0.24
396,14274,Jig-A-Pix: Wild World,DS,2009.0,Puzzle,Zushi Games,0.03,0.01,0.0,0.0,0.03
397,7869,Squeeballs Party,Wii,2009.0,Puzzle,Performance Designed Products,0.18,0.0,0.0,0.01,0.19
398,6506,TouchMaster 3(Others sales),DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.0,0.24,0.0,0.02,0.26
399,6404,Are You Smarter than a 5th Grader? Game Time,Wii,2009.0,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27
400,14120,Puyo Puyo 7,PSP,2009.0,Puzzle,Sega,0.0,0.0,0.03,0.0,0.03
401,14006,Sudoku Ball Detective,Wii,2009.0,Puzzle,Playlogic Game Factory,0.02,0.01,0.0,0.0,0.04
402,8364,Marble Saga: Kororinpa,Wii,2009.0,Puzzle,Konami Digital Entertainment,0.1,0.06,0.0,0.02,0.17
403,8542,Puzzle Quest: Galactrix,DS,2009.0,Puzzle,D3Publisher,0.15,0.0,0.0,0.01,0.16
404,8596,Take A Break's: Puzzle Master,DS,2009.0,Puzzle,Ubisoft,0.0,0.15,0.0,0.01,0.16
405,8754,Jewel Quest Solitaire,DS,2009.0,Puzzle,GSP,0.0,0.14,0.0,0.02,0.15
406,13859,Jig-A-Pix: Pets,DS,2009.0,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.04
407,8797,Countdown: The Game,DS,2009.0,Puzzle,Mindscape,0.0,0.14,0.0,0.01,0.15
408,13802,Rollin' Rascals,DS,2009.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.04
409,13764,Logic Machines,DS,2009.0,Puzzle,City Interactive,0.04,0.0,0.0,0.0,0.04
410,13702,Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009.0,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
411,9022,Diner Dash: Flo on the Go,DS,2009.0,Puzzle,Zoo Games,0.13,0.0,0.0,0.01,0.14
412,5852,Puyo Puyo 7,DS,2009.0,Puzzle,Sega,0.0,0.0,0.3,0.0,0.3
413,3888,100 All-Time Favorites,DS,2009.0,Puzzle,Ubisoft,0.35,0.12,0.0,0.04,0.51
414,13294,Jewel Quest Mysteries,DS,2009.0,Puzzle,Astragon,0.03,0.01,0.0,0.0,0.05
415,10732,Harvest Moon: Frantic Farming,DS,2009.0,Puzzle,Rising Star Games,0.08,0.01,0.0,0.01,0.1
416,4420,TouchMaster 3,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.3,0.11,0.0,0.04,0.44
417,2704,Drawn to Life: The Next Chapter,Wii,2009.0,Puzzle,THQ,0.29,0.39,0.0,0.08,0.76
418,2638,Puzzler World,DS,2009.0,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.78
419,16077,Umihara Kawase Jun: Second Edition Kanzenban,DS,2009.0,Puzzle,Genterprise,0.0,0.0,0.01,0.0,0.01
420,10926,Henry Hatsworth in the Puzzling Adventure,DS,2009.0,Puzzle,Electronic Arts,0.08,0.01,0.0,0.01,0.09
421,16118,Brain Exercise With Dr. Kawashima,PC,2009.0,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
422,16169,Smiley World: Island Challenge,DS,2009.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
423,12382,Sudoku Ball Detective,DS,2009.0,Puzzle,Playlogic Game Factory,0.06,0.0,0.0,0.0,0.06
424,16213,Groovin' Blocks,Wii,2009.0,Puzzle,Zoo Games,0.01,0.0,0.0,0.0,0.01
425,12366,Challenge Me: Brain Puzzles,DS,2009.0,Puzzle,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06
426,11192,Sloane to MacHale no Nazo no Monogatari 2,DS,2009.0,Puzzle,Level 5,0.0,0.0,0.09,0.0,0.09
427,16274,The Humans: Meet the Ancestors!,DS,2009.0,Puzzle,Deep Silver,0.01,0.0,0.0,0.0,0.01
428,1411,Gardening Mama,DS,2009.0,Puzzle,505 Games,0.8,0.43,0.01,0.13,1.38
429,11467,Qubed,X360,2009.0,Puzzle,Atari,0.07,0.0,0.0,0.01,0.08
430,16420,th!nk Logic Trainer,Wii,2009.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01
431,1043,Game Party 3,Wii,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1.43,0.16,0.0,0.12,1.71
432,11849,Roogoo Attack!,DS,2009.0,Puzzle,SouthPeak Games,0.07,0.0,0.0,0.0,0.07
433,729,Scribblenauts,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1.71,0.32,0.02,0.18,2.22
434,536,Professor Layton and the Last Specter,DS,2009.0,Puzzle,Nintendo,0.3,1.47,0.68,0.34,2.79
435,11790,Overlord: Minions,DS,2009.0,Puzzle,Codemasters,0.07,0.0,0.0,0.01,0.07
436,10615,USA Today Puzzle Craze,DS,2009.0,Puzzle,Destineer,0.09,0.0,0.0,0.01,0.1
437,15761,Hands On! Tangrams,DS,2009.0,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02
438,15839,The Dark Hills of Cherai,PC,2009.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.02
439,12683,Jumble Madness,DS,2009.0,Puzzle,Destineer,0.06,0.0,0.0,0.0,0.06
440,9699,Solitaire & Mahjong,Wii,2009.0,Puzzle,Crave Entertainment,0.11,0.0,0.0,0.01,0.12
441,15415,Puzzle City,DS,2009.0,Puzzle,Destineer,0.02,0.0,0.0,0.0,0.02
442,9712,Are You Smarter than a 5th Grader? Game Time,X360,2009.0,Puzzle,THQ,0.12,0.0,0.0,0.01,0.12
443,4193,Boom Blox Bash Party,Wii,2009.0,Puzzle,Electronic Arts,0.34,0.09,0.0,0.04,0.47
444,9754,Puzzle Kingdoms,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12
445,3817,Picross 3D,DS,2009.0,Puzzle,Nintendo,0.3,0.03,0.16,0.03,0.53
446,3759,Jewel Master Egypt,DS,2009.0,Puzzle,Rondomedia,0.21,0.27,0.0,0.05,0.53
447,9908,Peggle: Dual Shot,DS,2009.0,Puzzle,PopCap Games,0.11,0.0,0.0,0.01,0.12
448,10103,Fabulous Finds,DS,2009.0,Puzzle,ValuSoft,0.1,0.0,0.0,0.01,0.11
449,15607,Aqua Panic!,DS,2009.0,Puzzle,Neko Entertainment,0.01,0.01,0.0,0.0,0.02
450,12909,Puyo Puyo 7,Wii,2009.0,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
451,12761,Roogoo Twisted Towers,Wii,2009.0,Puzzle,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
452,3112,Drawn to Life: The Next Chapter,DS,2009.0,Puzzle,THQ,0.45,0.14,0.0,0.06,0.65
453,12850,Countdown: The Game,Wii,2009.0,Puzzle,Mindscape,0.0,0.05,0.0,0.0,0.05
454,12825,4 Elements,PC,2009.0,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05
455,6035,Jewel Quest Mysteries: Curse of the Emerald Tear,DS,2010.0,Puzzle,Avanquest,0.0,0.25,0.0,0.04,0.29
456,15762,Puzzle Chronicles,DS,2010.0,Puzzle,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02
457,559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,1.63,0.52,0.35,0.18,2.69
458,5792,TouchMaster: Connect,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,0.11,0.17,0.0,0.03,0.31
459,15240,Mind over Matter,DS,2010.0,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02
460,1259,Super Scribblenauts,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,1.08,0.31,0.0,0.11,1.5
461,15075,Titanic Mystery,Wii,2010.0,Puzzle,O-Games,0.02,0.0,0.0,0.0,0.02
462,2644,Tetris Party Deluxe,DS,2010.0,Puzzle,Nintendo,0.29,0.3,0.12,0.07,0.78
463,15657,Bejeweled Blitz,PC,2010.0,Puzzle,Mastertronic,0.0,0.01,0.0,0.0,0.02
464,3716,Despicable Me: The Game - Minion Mayhem,DS,2010.0,Puzzle,D3Publisher,0.42,0.09,0.0,0.04,0.54
465,3500,Tetris Party Deluxe,Wii,2010.0,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.58
466,6082,I Spy: Spooky Mansion,Wii,2010.0,Puzzle,Storm City Games,0.27,0.0,0.0,0.02,0.29
467,15697,Mechanic Master 2,DS,2010.0,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.02
468,2388,Pictionary,Wii,2010.0,Puzzle,THQ,0.61,0.19,0.0,0.07,0.87
469,15020,Fishdom 2 Deluxe,PC,2010.0,Puzzle,Rondomedia,0.0,0.02,0.0,0.01,0.02
470,15627,Rock Blast,Wii,2010.0,Puzzle,UFO Interactive,0.02,0.0,0.0,0.0,0.02
471,15104,Crazy Machines,Wii,2010.0,Puzzle,DTP Entertainment,0.01,0.01,0.0,0.0,0.02
472,6943,Jewels of the Tropical Lost Island,DS,2010.0,Puzzle,Storm City Games,0.11,0.1,0.0,0.02,0.24
473,16599,Know How 2,DS,2010.0,Puzzle,7G//AMES,0.0,0.01,0.0,0.0,0.01
